UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_Rolling_Mean,Air temperature [K]_Volatility,Air temperature [K]_Delta,Process temperature [K]_Rolling_Mean,Process temperature [K]_Volatility,Process temperature [K]_Delta,Rotational speed [rpm]_Rolling_Mean,Rotational speed [rpm]_Volatility,Rotational speed [rpm]_Delta,Torque [Nm]_Rolling_Mean,Torque [Nm]_Volatility,Torque [Nm]_Delta,Tool wear [min]_Rolling_Mean,Tool wear [min]_Volatility,Tool wear [min]_Delta,Air temperature [K]_Rolling_Delta,Process temperature [K]_Rolling_Delta,Rotational speed [rpm]_Rolling_Delta,Torque [Nm]_Rolling_Delta,Tool wear [min]_Rolling_Delta
9727,L56906,L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,298.78000000000003,0.044721359460938075,0.10000000000002274,309.76000000000005,0.05477225573964076,0.10000000000002274,1758.8,235.22797452683886,-72.0,27.860000000000003,7.711549779389569,9.300000000000004,133.0,4.949747468305047,3.0,0.0,0.0,13.4,-0.6800000000000054,3.0
9728,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,298.78000000000003,0.044721359460938075,0.0,309.76,0.05477225573964076,0.0,1668.8,248.16768524527754,-96.0,31.420000000000005,8.192801718582192,2.1999999999999957,136.0,4.1231056256169705,2.0,0.0,0.0,-90.0,3.559999999999994,3.0
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,298.78,0.044721359460938075,0.0,309.76,0.05477225573964076,0.0,1661.6,251.20270699178212,102.0,31.439999999999998,8.199573159622597,-5.699999999999996,138.4,3.9749213828698515,2.0,0.0,0.0,-7.2,0.0199999999999946,2.4
9730,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,298.76,0.05477225567658795,-0.10000000000002274,309.78,0.04472135953689061,0.0,1581.0,87.46427842267455,132.0,33.44,5.0032989117184785,-4.700000000000003,140.8,3.492849839314255,2.0,-0.02000000000000455,0.02000000000000455,-80.6,1.9999999999999942,2.4
9731,L56910,L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0,298.78,0.044721359460938075,0.10000000000002274,309.84000000000003,0.08944271909373865,0.19999999999998863,1560.8,85.24200842307233,-167.0,35.2,4.0180841205733016,7.700000000000003,143.0,3.1622776601682423,2.0,0.02000000000000455,0.060000000000002274,-20.2,1.7599999999999951,2.2
9732,L56911,L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,298.78000000000003,0.044721359460938075,0.0,309.88,0.1095445114960878,0.0,1527.2,115.02260647368036,-139.0,37.68,7.700454532039219,12.899999999999999,145.0,3.1622776601684626,2.0,0.0,0.039999999999997725,-33.6,2.479999999999994,2.0
9733,L56912,L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0,298.8,0.0707106780632603,0.0999999999999659,309.91999999999996,0.10954451149624347,0.0,1681.2,326.0723846019456,842.0,33.28,11.712258535398002,-32.2,147.0,3.162277660168683,2.0,0.01999999999999318,0.039999999999997725,154.0,-4.400000000000006,2.0
9734,M24593,M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,298.82,0.08366600260738424,0.0,309.98,0.10954451149647698,0.10000000000002274,1657.0,341.17810597985203,-789.0,35.12,12.491477094403342,25.5,149.0,3.1622776601689027,2.0,0.01999999999999318,0.060000000000002274,-24.2,1.8399999999999934,2.0
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,298.86,0.0547722556826397,0.0,310.04,0.05477225574187271,0.0,1609.6,350.90354800144036,16.0,38.18,12.491477094403342,1.3999999999999986,151.2,3.492849839315286,3.0,0.039999999999997725,0.060000000000002274,-47.4,3.059999999999994,2.2
9736,L56915,L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0,298.9,0.07071067806794797,0.10000000000002274,310.06000000000006,0.054772255742016704,0.0,1592.8,357.73132376128194,-14.0,40.38,13.118574617693929,3.4000000000000057,154.0,4.690415759824148,5.0,0.039999999999997725,0.02000000000000455,-16.8,2.1999999999999944,2.8
9737,M24596,M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0,298.91999999999996,0.04472135947130195,-0.10000000000002274,310.06000000000006,0.054772255742016704,-0.10000000000002274,1584.6,363.98598874132387,-96.0,42.1,15.051079695490401,10.5,156.8,5.118593556828738,2.0,0.01999999999999318,0.0,-8.2,1.7199999999999946,2.8
9738,L56917,L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0,298.91999999999996,0.04472135947130195,0.0,310.06000000000006,0.054772255742016704,0.0,1496.6,170.28740411433589,443.0,44.14,11.016941499345606,-30.6,159.8,5.263078946777325,3.0,0.0,0.0,-88.0,2.0399999999999947,3.0
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,298.93999999999994,0.05477225568748045,0.10000000000002274,310.04,0.05477225574187271,0.0,1510.0,167.53059422087398,-282.0,43.160000000000004,11.36718962628861,10.399999999999999,162.8,4.658325879542216,2.0,0.02000000000000455,-0.02000000000000455,13.4,-0.9800000000000054,3.0
9740,L56919,L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0,298.93999999999994,0.05477225568748045,-0.10000000000002274,310.02000000000004,0.04472135953921427,0.0,1521.4,165.02817941187843,6.0,42.88,11.349317160076346,4.899999999999999,165.6,3.6469165057641035,2.0,0.0,-0.02000000000000455,11.4,-0.2800000000000054,2.8
9741,M24600,M,298.9,310.1,1655,31.5,172,0,0,0,0,0,0,298.91999999999996,0.04472135947130195,0.0,310.02,0.04472135953921427,0.10000000000002274,1563.6,167.250710013438,140.0,39.64,11.92698620775606,-11.399999999999999,167.8,3.492849839316907,2.0,-0.02000000000000455,0.0,42.2,-3.2400000000000064,2.2
9742,L56921,L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,298.91999999999996,0.04472135947130195,0.0,310.04,0.05477225574189282,0.0,1593.0,128.24975633504783,-160.0,36.58,6.861996793937107,11.399999999999999,170.2,3.4928498393171403,3.0,0.0,0.02000000000000455,29.4,-3.0600000000000067,2.4
9743,L56922,L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,298.91999999999996,0.04472135947130195,0.0,310.08000000000004,0.08366600264799788,0.0999999999999659,1559.4,73.89722592898288,128.0,38.5,4.734448225506663,-5.699999999999996,172.4,3.6469165057647364,2.0,0.0,0.039999999999997725,-33.6,1.9199999999999946,2.2
9744,L56923,L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0,298.9,0.0,0.0,310.12,0.08366600264825436,0.0,1570.0,68.46166810704467,-61.0,39.4,5.033885179461606,5.299999999999997,174.6,3.646916505764941,2.0,-0.02000000000000455,0.039999999999997725,10.6,0.8999999999999944,2.2
9745,L56924,L,298.8,310.1,1574,36.2,181,0,0,0,0,0,0,298.88,0.044721359468321314,-0.0999999999999659,310.14,0.05477225574284889,-0.0999999999999659,1581.8,61.324546472021616,12.0,38.06,4.753209442051042,-6.299999999999997,176.8,3.492849839317781,2.0,-0.01999999999999318,0.02000000000000455,11.8,-1.3400000000000047,2.2
9746,L56925,L,298.8,310.0,1611,32.4,183,0,0,0,0,0,0,298.86,0.054772255682608566,0.0,310.12,0.08366600264825436,-0.10000000000002274,1573.0,50.37360419901615,37.0,38.24,4.450056179421018,-3.8000000000000043,179.0,3.162277660172137,2.0,-0.01999999999999318,-0.02000000000000455,-8.8,0.17999999999999403,2.2
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,298.84000000000003,0.054772255681398214,0.0,310.1,0.09999999999557951,0.0,1554.6,88.4211513157295,-208.0,38.78,5.248999904744065,13.200000000000003,181.0,3.162277660172357,2.0,-0.01999999999999318,-0.02000000000000455,-18.4,0.5399999999999949,2.0
9748,L56927,L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,298.82,0.044721359463874205,0.0,310.08000000000004,0.08366600264800168,0.10000000000002274,1526.2,83.63432309763219,78.0,40.82,6.348385621557912,1.7999999999999972,183.0,3.162277660172577,2.0,-0.01999999999999318,-0.01999999999999318,-28.4,2.0399999999999934,2.0
9749,M24608,M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0,298.82,0.044721359463874205,0.0999999999999659,310.06000000000006,0.054772255742082845,0.0,1502.0,88.07383266327821,-40.0,40.56,6.2887200605531195,-6.199999999999996,185.0,3.1622776601727973,2.0,0.0,-0.01999999999999318,-24.2,-0.2600000000000051,2.0
9750,H39163,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,298.82,0.044721359463874205,-0.0999999999999659,310.06,0.054772255742082845,0.0,1483.8,78.34028337961979,42.0,42.4,6.0348985078461155,4.199999999999996,187.2,3.4928498393188114,3.0,0.0,0.0,-18.2,1.8399999999999934,2.2
9751,L56930,L,298.7,310.0,1555,32.6,197,0,0,0,0,0,0,298.8,0.07071067806327286,-0.10000000000002274,310.06,0.054772255742082845,-0.10000000000002274,1472.6,56.59328582083862,72.0,42.44,5.952142471413403,-12.799999999999997,190.0,4.690415759826774,5.0,-0.02000000000000455,0.0,-11.2,0.03999999999999489,2.8
9752,L56931,L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,298.76000000000005,0.1140175424744292,-0.0999999999999659,310.04,0.08944271909471378,-0.10000000000002274,1515.0,69.38299503480039,60.0,39.08,8.08282128962426,-3.8000000000000007,192.8,5.1185935568311445,2.0,-0.039999999999997725,-0.02000000000000455,42.4,-3.3600000000000056,2.8
9753,L56932,L,298.6,309.8,1561,32.6,201,0,0,0,0,0,0,298.71999999999997,0.1303840480720405,0.0,309.98,0.13038404810017673,-0.0999999999999659,1531.0,68.804069647072,-54.0,36.12,6.897245827140215,3.8000000000000007,195.6,4.979959839199026,2.0,-0.039999999999997725,-0.060000000000002274,16.0,-2.9600000000000053,2.8
9754,L56933,L,298.5,309.8,1593,35.1,203,0,0,0,0,0,0,298.64,0.11401754247109673,-0.10000000000002274,309.91999999999996,0.13038404809992168,0.0,1561.4,50.14778160596074,32.0,34.9,6.286493458200928,2.5,198.4,4.219004621950193,2.0,-0.07999999999999545,-0.060000000000002274,30.4,-1.220000000000006,2.8
9755,M24614,M,298.5,309.7,1552,34.0,205,0,0,0,0,0,0,298.58000000000004,0.08366600259824196,0.0,309.84000000000003,0.1140175425047836,-0.10000000000002274,1575.2,27.60796986377543,-41.0,32.62,2.3794957449012237,-1.1000000000000014,201.0,3.162277660174528,2.0,-0.060000000000002274,-0.08000000000000682,13.8,-2.2800000000000056,2.6
9756,H39169,H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,298.54,0.05477225566397462,0.0,309.78000000000003,0.08366600264598383,0.0,1576.4,26.623298067653685,9.0,33.160000000000004,2.663268668385344,1.2999999999999972,203.2,3.4928498393203786,3.0,-0.039999999999997725,-0.060000000000002274,1.2,0.5399999999999935,2.2
9757,L56936,L,298.6,309.8,1597,35.9,213,0,0,0,0,0,0,298.53999999999996,0.05477225566397462,0.10000000000002274,309.76,0.054772255738977156,0.10000000000002274,1572.8,20.644611887830052,36.0,34.58,1.302689525559748,0.6000000000000014,206.0,4.690415759827941,5.0,0.0,-0.01999999999999318,-3.6,1.419999999999994,2.8
9758,M24617,M,298.6,309.9,1517,34.0,215,0,0,0,0,0,0,298.54,0.05477225566397462,0.0,309.78000000000003,0.08366600264598383,0.0999999999999659,1564.0,32.75667870830518,-80.0,34.86,0.8384509526520256,-1.8999999999999986,208.8,5.118593556832213,2.0,0.0,0.01999999999999318,-8.8,0.27999999999999403,2.8
9759,L56938,L,298.6,309.8,2271,16.2,218,1,1,0,0,0,0,298.56000000000006,0.05477225566511621,0.0,309.78000000000003,0.08366600264598383,-0.0999999999999659,1699.6,320.68801037768645,754.0,31.080000000000002,8.359246377515321,-17.8,211.8,5.263078946780705,3.0,0.02000000000000455,0.0,135.6,-3.780000000000006,3.0
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0,298.56000000000006,0.05477225566511621,-0.10000000000002274,309.78000000000003,0.08366600264598383,-0.10000000000002274,1711.8,314.774840163567,-658.0,31.620000000000005,8.676231901004204,20.500000000000004,170.8,95.54946363010113,-218.0,0.0,0.0,12.2,0.5399999999999949,-41.0
9761,M24620,M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0,298.56000000000006,0.05477225566511621,0.0,309.76,0.11401754250435235,-0.0999999999999659,1701.4,321.7837783357004,-104.0,34.019999999999996,11.23196331902856,10.599999999999994,129.6,117.41081721885762,2.0,0.0,-0.01999999999999318,-10.4,2.399999999999994,-41.2
9762,L56941,L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,298.56000000000006,0.05477225566511621,0.10000000000002274,309.74,0.11401754250425264,0.0999999999999659,1722.6,316.63670033652,194.0,32.059999999999995,11.668461766659863,-21.199999999999996,88.0,117.32220591175383,3.0,0.0,-0.02000000000000455,21.2,-1.960000000000005,-41.6
9763,L56942,L,298.6,309.7,1925,22.1,7,0,0,0,0,0,0,298.56000000000006,0.05477225566511621,0.0,309.7,0.07071067810923541,0.0,1804.2,302.6701174546294,222.0,29.68,12.366567834286235,-4.0,46.4,95.96509782207247,2.0,0.0,-0.039999999999997725,81.6,-2.3800000000000052,-41.6
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,298.56000000000006,0.05477225566511621,0.0,309.65999999999997,0.05477225573798021,-0.0999999999999659,1677.0,155.13220168617207,-290.0,32.38,9.919274166994427,7.599999999999998,4.6,3.6469165057499704,2.0,0.0,-0.039999999999997725,-127.2,2.6999999999999944,-41.8
9765,L56944,L,298.5,309.5,1294,66.7,12,1,0,0,1,0,0,298.56000000000006,0.05477225566511621,-0.10000000000002274,309.62,0.08366600264497194,-0.10000000000002274,1613.2,233.7224850116034,-341.0,38.38,18.52544196503833,37.0,7.0,3.807886552920545,3.0,0.0,-0.039999999999997725,-63.8,5.999999999999994,2.4
9766,L56945,L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0,298.58000000000004,0.044721359446806296,0.10000000000002274,309.62,0.08366600264497194,0.10000000000002274,1605.8,238.38561198192974,178.0,36.74,17.890444376817562,-27.6,9.4,3.6469165057503914,2.0,0.02000000000000455,0.0,-7.4,-1.6400000000000055,2.4
9767,H39180,H,298.6,309.6,1449,42.5,16,0,0,0,0,0,0,298.58000000000004,0.044721359446806296,0.0,309.6,0.07071067810853854,0.0,1555.0,239.5547954018019,-23.0,40.019999999999996,16.92961901520537,3.3999999999999986,11.6,3.646916505750584,2.0,0.0,-0.01999999999999318,-50.8,3.279999999999993,2.2
9768,L56947,L,298.6,309.6,1563,35.0,21,0,0,0,0,0,0,298.58000000000004,0.044721359446806296,0.0,309.58000000000004,0.04472135953380031,0.0,1482.6,128.93913292712637,114.0,42.6,14.29370490810564,-7.5,14.4,4.5055521304184065,5.0,0.0,-0.01999999999999318,-72.4,2.5799999999999934,2.8
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0,298.58000000000004,0.044721359446806296,0.0,309.58000000000004,0.04472135953380031,0.0,1477.8,122.1134718202671,48.0,43.800000000000004,13.145721737508493,0.7000000000000028,17.2,4.65832587953222,2.0,0.0,0.0,-4.8,1.1999999999999944,2.8
9770,L56949,L,298.6,309.6,1386,48.6,25,0,0,0,0,0,0,298.6,0.0,0.0,309.6,0.0,0.0,1496.2,90.27568886471688,-225.0,40.18,5.575571719564113,12.899999999999999,19.8,4.6583258795323985,2.0,0.02000000000000455,0.02000000000000455,18.4,-3.620000000000006,2.6
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,298.6,0.0,0.0,309.58000000000004,0.04472135953380031,-0.10000000000002274,1518.6,96.4536157953613,198.0,38.720000000000006,6.759215930860845,-16.8,22.4,4.2190046219366675,2.0,0.0,-0.02000000000000455,22.4,-1.4600000000000057,2.6
9772,M24631,M,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,298.62,0.044721359449631216,0.0999999999999659,309.58000000000004,0.04472135953380031,0.10000000000002274,1513.6,101.48054000644247,-160.0,40.3,8.549853799919804,18.599999999999998,25.6,4.21900462193691,5.0,0.01999999999999318,0.0,-5.0,1.579999999999994,3.2
9773,L56952,L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0,298.6,0.07071067805428288,-0.19999999999998863,309.56000000000006,0.05477225573711754,-0.10000000000002274,1513.2,101.24080205134275,137.0,40.260000000000005,8.581258648939743,-15.600000000000001,28.4,4.979959839188143,3.0,-0.02000000000000455,-0.02000000000000455,-0.4,-0.04000000000000625,2.8
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,298.58000000000004,0.08366600259824959,0.0,309.52,0.08366600264439954,-0.10000000000002274,1503.0,90.9725233243487,-1.0,40.7,8.342062095189844,3.1000000000000014,31.2,5.118593556820915,2.0,-0.02000000000000455,-0.0400000000000091,-10.2,0.43999999999999345,2.8
9775,H39188,H,298.6,309.5,1375,41.0,39,0,0,0,0,0,0,298.58000000000004,0.08366600259824959,0.10000000000002274,309.5,0.07071067810784318,0.10000000000002274,1500.8,94.57113724598625,-185.0,39.18,7.149965034879756,3.1000000000000014,34.0,4.690415759816008,2.0,0.0,-0.02000000000000455,-2.2,-1.520000000000006,2.8
9776,M24635,M,298.6,309.5,1684,27.8,44,0,0,0,0,0,0,298.58000000000004,0.08366600259824959,0.0,309.5,0.07071067810784318,0.0,1520.8,122.89711143879326,309.0,38.379999999999995,8.311558217326219,-13.2,37.4,4.50555213042004,5.0,0.0,0.0,20.0,-0.8000000000000057,3.4
9777,M24636,M,298.6,309.6,1397,54.1,47,0,0,0,0,0,0,298.56,0.05477225566512788,0.0,309.5,0.07071067810784318,0.10000000000002274,1515.4,128.67128661826294,-287.0,39.120000000000005,9.698298819896356,26.3,40.4,4.979959839188915,3.0,-0.01999999999999318,0.0,-5.4,0.7399999999999949,3.0
9778,L56957,L,298.6,309.6,1387,57.6,50,0,0,0,0,0,0,298.58000000000004,0.04472135944682059,0.0,309.52,0.08366600264439954,0.0,1480.6,136.54413205992842,-10.0,43.68,12.197417759509731,3.5,43.4,5.41294744108387,3.0,0.02000000000000455,0.02000000000000455,-34.8,4.559999999999995,3.0
9779,H39192,H,298.7,309.7,1311,54.5,52,0,0,0,0,0,0,298.62,0.04472135944964551,0.0999999999999659,309.58,0.08366600264475113,0.0999999999999659,1430.8,145.46202253509048,-76.0,47.0,12.48659280989028,-3.1000000000000014,46.4,5.128352561977222,2.0,0.039999999999997725,0.060000000000002274,-49.8,3.3199999999999945,3.0
9780,L56959,L,298.8,309.8,1509,36.2,57,0,0,0,0,0,0,298.66,0.08944271905124336,0.10000000000002274,309.64000000000004,0.1140175425038454,0.10000000000002274,1457.6,144.95447561216994,198.0,46.04,13.22584590867456,-18.299999999999997,50.0,4.949747468299837,5.0,0.039999999999997725,0.060000000000002274,26.8,-0.9600000000000051,3.6
9781,M24640,M,298.8,309.8,1477,46.7,59,0,0,0,0,0,0,298.7,0.09999999995766971,0.0,309.70000000000005,0.0999999999933882,0.0,1416.2,78.41683492719636,-32.0,49.82000000000001,8.602150893817418,10.5,53.0,4.94974746830003,2.0,0.039999999999997725,0.060000000000002274,-41.4,3.779999999999995,3.0
9782,L56961,L,298.8,309.9,1441,41.6,62,0,0,0,0,0,0,298.74,0.08944271905408696,0.0,309.76,0.11401754250440128,0.0999999999999659,1425.0,78.19207120929309,-36.0,47.32,8.85985327192294,-5.100000000000001,56.0,4.949747468300224,3.0,0.039999999999997725,0.05999999999999091,8.8,-2.5000000000000058,3.0
9783,L56962,L,298.7,309.9,1404,47.1,64,0,0,0,0,0,0,298.76,0.05477225567673843,-0.10000000000002274,309.82,0.08366600264633756,0.0,1428.4,76.47744765614999,-37.0,45.22,6.824734427067729,5.5,58.8,4.658325879535079,2.0,0.01999999999999318,0.05999999999999091,3.4,-2.100000000000006,2.8
9784,H39197,H,298.8,309.9,1466,44.6,66,0,0,0,0,0,0,298.78,0.04472135946106914,0.10000000000002274,309.86,0.05477225574018688,0.0,1459.4,39.437291996271234,62.0,43.239999999999995,4.49922215499561,-2.5,61.6,3.6469165057549775,2.0,0.02000000000000455,0.039999999999997725,31.0,-1.9800000000000053,2.8
9785,M24644,M,298.7,309.8,1435,48.8,71,0,0,0,0,0,0,298.76,0.05477225567673843,-0.10000000000002274,309.86,0.05477225574018688,-0.0999999999999659,1444.6,28.553458634623592,-31.0,45.760000000000005,2.76459761990846,4.199999999999996,64.4,4.505552130421968,5.0,-0.02000000000000455,0.0,-14.8,2.5199999999999934,2.8
9786,H39199,H,298.7,309.7,1697,29.8,74,0,0,0,0,0,0,298.74,0.054772255675573485,0.0,309.84,0.08944271909352375,-0.10000000000002274,1488.6,118.5719191039732,262.0,42.38,7.538036879718966,-18.999999999999996,67.4,4.979959839190664,3.0,-0.02000000000000455,-0.02000000000000455,44.0,-3.380000000000006,3.0
9787,M24646,M,298.7,309.6,1738,27.3,79,0,0,0,0,0,0,298.71999999999997,0.04472135945678886,0.0,309.78000000000003,0.13038404809932114,-0.0999999999999659,1548.0,156.9474434325044,41.0,39.519999999999996,10.163513172127196,-2.5,70.8,6.058052492340598,5.0,-0.02000000000000455,-0.05999999999999091,59.4,-2.8600000000000056,3.4
9788,H39201,H,298.6,309.5,1420,50.4,82,0,0,0,0,0,0,298.7,0.07071067805880525,-0.0999999999999659,309.7,0.15811388300422874,-0.10000000000002274,1551.2,153.40045632265625,-318.0,40.18,10.861951942445845,23.099999999999998,74.4,6.348228099238123,3.0,-0.01999999999999318,-0.07999999999999545,3.2,0.6599999999999937,3.6
9789,M24648,M,298.5,309.5,1535,39.8,87,0,0,0,0,0,0,298.64,0.08944271905057408,-0.10000000000002274,309.62,0.13038404809862358,0.0,1565.0,146.78044828927034,115.0,39.220000000000006,10.582154790022823,-10.600000000000001,78.6,6.34822809923834,5.0,-0.060000000000002274,-0.07999999999999545,13.8,-0.9600000000000065,4.2
9790,L56969,L,298.6,309.6,1715,28.4,90,0,0,0,0,0,0,298.62,0.08366600259983006,0.10000000000002274,309.58000000000004,0.08366600264466874,0.10000000000002274,1621.0,137.9293297308414,180.0,35.14,9.874107554609816,-11.399999999999999,82.4,6.348228099238535,3.0,-0.01999999999999318,-0.039999999999997725,56.0,-4.080000000000005,3.8
9791,L56970,L,298.6,309.5,1483,43.2,92,0,0,0,0,0,0,298.6,0.07071067805438437,0.0,309.54,0.054772255736733534,-0.10000000000002274,1578.2,141.60402536650986,-232.0,37.82,9.880890648114818,14.800000000000004,86.0,5.431390245596799,2.0,-0.01999999999999318,-0.039999999999997725,-42.8,2.679999999999995,3.6
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,298.56000000000006,0.05477225566529976,-0.10000000000002274,309.5,0.07071067810764924,-0.10000000000002274,1534.8,110.14172687950362,38.0,39.86,8.049099328496515,-5.700000000000003,89.0,4.690415759819801,2.0,-0.039999999999997725,-0.0400000000000091,-43.4,2.0399999999999943,3.0
9793,H39206,H,298.5,309.4,1573,36.0,97,0,0,0,0,0,0,298.54,0.054772255664181514,0.0,309.47999999999996,0.08366600264397915,0.0,1565.4,89.61473093191304,52.0,36.980000000000004,5.511079749014961,-1.5,92.0,3.8078865529277337,3.0,-0.02000000000000455,-0.02000000000000455,30.6,-2.8800000000000052,3.0
9794,H39207,H,298.5,309.4,1414,46.7,102,0,0,0,0,0,0,298.54,0.054772255664181514,0.0,309.46,0.0894427190910563,0.0,1541.2,113.12912975886967,-159.0,38.36,7.044359445684396,10.700000000000003,95.0,4.690415759820206,5.0,0.0,-0.02000000000000455,-24.2,1.3799999999999955,3.0
9795,L56974,L,298.5,309.3,1590,33.9,107,0,0,0,0,0,0,298.52,0.04472135944289379,0.0,309.4,0.07071067810690061,-0.0999999999999659,1516.2,71.13859711857673,176.0,39.46,5.318176379173889,-12.800000000000004,98.4,6.1073725938386865,5.0,-0.02000000000000455,-0.060000000000002274,-25.0,1.0999999999999943,3.4
9796,L56975,L,298.5,309.3,1623,33.1,109,0,0,0,0,0,0,298.5,0.0,0.0,309.36,0.05477225573496601,0.0,1544.2,81.58860214514752,33.0,37.44,5.458754436682684,-0.7999999999999972,101.8,6.379655163092594,2.0,-0.02000000000000455,-0.039999999999997725,28.0,-2.020000000000006,3.4
